Type,Measurement 1,Data 1,Measurement 2,Data 2,Measurement 3,Data 3
Type 4,Total Transactions,16,Time used,14.550824,Throughput,1.099594
Type 5,Total Transactions,14,Time used,2.683815,Throughput,5.216455
Overall,Total Transactions,242,Time used,208.661331,Throughput,1.159774
-,-,-,-,-,-,-
Type 0,Total Transactions,95,Time used,11.373657,Throughput,8.352634
Type 1,Total Transactions,90,Time used,1.576336,Throughput,57.094440
Type 2,Total Transactions,12,Time used,153.343491,Throughput,0.078256
Type 3,Total Transactions,10,Time used,0.233767,Throughput,42.777725
Type 4,Total Transactions,12,Time used,13.014576,Throughput,0.922043
Type 5,Total Transactions,2,Time used,0.996305,Throughput,2.007417
Overall,Total Transactions,221,Time used,180.538132,Throughput,1.224118
-,-,-,-,-,-,-
Type 0,Total Transactions,106,Time used,18.161839,Throughput,5.836413
Type 1,Total Transactions,102,Time used,1.907474,Throughput,53.473873
Type 2,Total Transactions,6,Time used,96.579361,Throughput,0.062125
Type 3,Total Transactions,9,Time used,0.185184,Throughput,48.600185
Type 4,Total Transactions,10,Time used,9.621901,Throughput,1.039296
Type 5,Total Transactions,8,Time used,3.195791,Throughput,2.503293
Overall,Total Transactions,241,Time used,129.651550,Throughput,1.858829
-,-,-,-,-,-,-
Type 0,Total Transactions,106,Time used,19.711885,Throughput,5.377466
Type 1,Total Transactions,93,Time used,2.383313,Throughput,39.021317
Type 2,Total Transactions,6,Time used,95.413734,Throughput,0.062884
Type 3,Total Transactions,16,Time used,0.394625,Throughput,40.544842
Type 4,Total Transactions,6,Time used,7.147221,Throughput,0.839487
Type 5,Total Transactions,11,Time used,4.796891,Throughput,2.293152
Overall,Total Transactions,238,Time used,129.847672,Throughput,1.832917
-,-,-,-,-,-,-
Type 0,Total Transactions,99,Time used,14.729906,Throughput,6.721020
Type 1,Total Transactions,89,Time used,1.401973,Throughput,63.481968
Type 2,Total Transactions,6,Time used,82.445686,Throughput,0.072775
Type 3,Total Transactions,11,Time used,0.137768,Throughput,79.844589
Type 4,Total Transactions,10,Time used,9.597866,Throughput,1.041898
Type 5,Total Transactions,10,Time used,3.193569,Throughput,3.131293
Overall,Total Transactions,225,Time used,111.506775,Throughput,2.017815
-,-,-,-,-,-,-
Type 0,Total Transactions,100,Time used,13.545593,Throughput,7.382475
Type 1,Total Transactions,81,Time used,2.738083,Throughput,29.582739
Type 2,Total Transactions,15,Time used,155.335281,Throughput,0.096565
Type 3,Total Transactions,6,Time used,0.123519,Throughput,48.575600
Type 4,Total Transactions,10,Time used,12.300647,Throughput,0.812965
Type 5,Total Transactions,7,Time used,1.888205,Throughput,3.707225
Overall,Total Transactions,219,Time used,185.931320,Throughput,1.177854
-,-,-,-,-,-,-
Type 0,Total Transactions,80,Time used,14.286814,Throughput,5.599569
Type 1,Total Transactions,94,Time used,2.182807,Throughput,43.063816
Type 2,Total Transactions,7,Time used,110.847404,Throughput,0.063150
Type 3,Total Transactions,8,Time used,0.148185,Throughput,53.986664
Type 4,Total Transactions,6,Time used,7.180285,Throughput,0.835621
Type 5,Total Transactions,9,Time used,4.112327,Throughput,2.188542
Overall,Total Transactions,204,Time used,138.757813,Throughput,1.470188
-,-,-,-,-,-,-
Type 0,Total Transactions,95,Time used,11.083407,Throughput,8.571371
Type 1,Total Transactions,104,Time used,1.844730,Throughput,56.376820
Type 2,Total Transactions,15,Time used,173.085983,Throughput,0.086662
Type 3,Total Transactions,5,Time used,0.092589,Throughput,54.002113
Type 4,Total Transactions,7,Time used,6.930580,Throughput,1.010017
Type 5,Total Transactions,6,Time used,1.475152,Throughput,4.067376
Overall,Total Transactions,232,Time used,194.512436,Throughput,1.192726
-,-,-,-,-,-,-
Type 0,Total Transactions,80,Time used,12.786736,Throughput,6.256483
Type 1,Total Transactions,93,Time used,2.846421,Throughput,32.672607
Type 2,Total Transactions,6,Time used,98.086288,Throughput,0.061171
Type 3,Total Transactions,3,Time used,0.047181,Throughput,63.585476
Type 4,Total Transactions,9,Time used,10.774668,Throughput,0.835293
Type 5,Total Transactions,9,Time used,2.457921,Throughput,3.661632
Overall,Total Transactions,200,Time used,126.999214,Throughput,1.574813
-,-,-,-,-,-,-
Type 0,Total Transactions,93,Time used,14.317833,Throughput,6.495396
Type 1,Total Transactions,86,Time used,1.615030,Throughput,53.249798
Type 2,Total Transactions,9,Time used,112.661095,Throughput,0.079886
Type 3,Total Transactions,13,Time used,0.264890,Throughput,49.076900
Type 4,Total Transactions,10,Time used,13.971739,Throughput,0.715731
Type 5,Total Transactions,8,Time used,4.142766,Throughput,1.931077
Overall,Total Transactions,219,Time used,146.973358,Throughput,1.490066
-,-,-,-,-,-,-
Type 0,Total Transactions,103,Time used,15.889683,Throughput,6.482193
Type 1,Total Transactions,78,Time used,1.370370,Throughput,56.918938
Type 2,Total Transactions,8,Time used,99.672264,Throughput,0.080263
Type 3,Total Transactions,11,Time used,0.142146,Throughput,77.385269
Type 4,Total Transactions,9,Time used,11.662540,Throughput,0.771702
Type 5,Total Transactions,8,Time used,3.221173,Throughput,2.483567
Overall,Total Transactions,217,Time used,131.958176,Throughput,1.644460
-,-,-,-,-,-,-
Type 0,Total Transactions,95,Time used,13.365268,Throughput,7.107976
Type 1,Total Transactions,85,Time used,1.728716,Throughput,49.169434
Type 2,Total Transactions,8,Time used,118.759682,Throughput,0.067363
Type 3,Total Transactions,11,Time used,0.177662,Throughput,61.915176
Type 4,Total Transactions,10,Time used,12.760486,Throughput,0.783669
Type 5,Total Transactions,3,Time used,4.014869,Throughput,0.747222
Overall,Total Transactions,212,Time used,150.806671,Throughput,1.405773
-,-,-,-,-,-,-
Type 0,Total Transactions,92,Time used,16.758919,Throughput,5.489614
Type 1,Total Transactions,96,Time used,2.510098,Throughput,38.245510
Type 2,Total Transactions,7,Time used,104.996185,Throughput,0.066669
Type 3,Total Transactions,9,Time used,0.141710,Throughput,63.509792
Type 4,Total Transactions,10,Time used,11.965280,Throughput,0.835751
Type 5,Total Transactions,3,Time used,0.936701,Throughput,3.202729
Overall,Total Transactions,217,Time used,137.308899,Throughput,1.580378
-,-,-,-,-,-,-
Type 0,Total Transactions,96,Time used,13.281941,Throughput,7.227859
Type 1,Total Transactions,113,Time used,1.766812,Throughput,63.956989
Type 2,Total Transactions,8,Time used,120.234940,Throughput,0.066536
Type 3,Total Transactions,9,Time used,0.082865,Throughput,108.610237
Type 4,Total Transactions,10,Time used,11.926045,Throughput,0.838501
Type 5,Total Transactions,5,Time used,1.337136,Throughput,3.739336
Overall,Total Transactions,241,Time used,148.629745,Throughput,1.621479
-,-,-,-,-,-,-
Type 0,Total Transactions,102,Time used,12.544515,Throughput,8.131044
Type 1,Total Transactions,79,Time used,1.638224,Throughput,48.222958
Type 2,Total Transactions,13,Time used,158.760590,Throughput,0.081884
Type 3,Total Transactions,11,Time used,0.154949,Throughput,70.990891
Type 4,Total Transactions,9,Time used,8.412367,Throughput,1.069853
Type 5,Total Transactions,9,Time used,3.167885,Throughput,2.841012
Overall,Total Transactions,223,Time used,184.678528,Throughput,1.207504
-,-,-,-,-,-,-
Type 0,Total Transactions,101,Time used,18.266975,Throughput,5.529104
Type 1,Total Transactions,92,Time used,2.140968,Throughput,42.971218
Type 2,Total Transactions,7,Time used,111.238876,Throughput,0.062928
Type 3,Total Transactions,8,Time used,0.174952,Throughput,45.726719
Type 4,Total Transactions,5,Time used,4.650613,Throughput,1.075127
Type 5,Total Transactions,13,Time used,5.067033,Throughput,2.565604
Overall,Total Transactions,226,Time used,141.539429,Throughput,1.596728
-,-,-,-,-,-,-
Type 0,Total Transactions,97,Time used,15.275519,Throughput,6.350029
Type 1,Total Transactions,91,Time used,1.514638,Throughput,60.080349
Type 2,Total Transactions,13,Time used,148.672958,Throughput,0.087440
Type 3,Total Transactions,13,Time used,0.178779,Throughput,72.715477
Type 4,Total Transactions,9,Time used,8.943376,Throughput,1.006331
Type 5,Total Transactions,5,Time used,1.692793,Throughput,2.953699
Overall,Total Transactions,228,Time used,176.278061,Throughput,1.293411
-,-,-,-,-,-,-
Type 0,Total Transactions,92,Time used,16.471743,Throughput,5.585323
Type 1,Total Transactions,95,Time used,1.757923,Throughput,54.041042
Type 2,Total Transactions,8,Time used,104.515953,Throughput,0.076543
Type 3,Total Transactions,10,Time used,0.139819,Throughput,71.521111
Type 4,Total Transactions,5,Time used,8.584815,Throughput,0.582424
Type 5,Total Transactions,9,Time used,3.562193,Throughput,2.526533
Overall,Total Transactions,219,Time used,135.032440,Throughput,1.621832
-,-,-,-,-,-,-
Type 0,Total Transactions,101,Time used,15.659851,Throughput,6.449615
Type 1,Total Transactions,72,Time used,1.931411,Throughput,37.278454
Type 2,Total Transactions,10,Time used,145.879532,Throughput,0.068550
Type 3,Total Transactions,5,Time used,0.056808,Throughput,88.015823
Type 4,Total Transactions,4,Time used,3.715751,Throughput,1.076498
Type 5,Total Transactions,7,Time used,3.013457,Throughput,2.322914
Overall,Total Transactions,199,Time used,170.256805,Throughput,1.168823
-,-,-,-,-,-,-
Type 0,Total Transactions,114,Time used,19.084667,Throughput,5.973382
Type 1,Total Transactions,92,Time used,1.892076,Throughput,48.623844
Type 2,Total Transactions,9,Time used,132.268585,Throughput,0.068043
Type 3,Total Transactions,9,Time used,0.139600,Throughput,64.469803
Type 4,Total Transactions,4,Time used,3.116298,Throughput,1.283574
Type 5,Total Transactions,6,Time used,2.410472,Throughput,2.489139
Overall,Total Transactions,234,Time used,158.911713,Throughput,1.472516
-,-,-,-,-,-,-
Type 0,Total Transactions,98,Time used,13.410769,Throughput,7.307560
Type 1,Total Transactions,94,Time used,2.255427,Throughput,41.677258
Type 2,Total Transactions,11,Time used,147.611832,Throughput,0.074520
Type 3,Total Transactions,10,Time used,0.372435,Throughput,26.850353
Type 4,Total Transactions,13,Time used,14.884045,Throughput,0.873419
Type 5,Total Transactions,7,Time used,1.961394,Throughput,3.568890
Overall,Total Transactions,233,Time used,180.495911,Throughput,1.290888
-,-,-,-,-,-,-
Type 0,Total Transactions,110,Time used,17.995152,Throughput,6.112758
Type 1,Total Transactions,97,Time used,2.099399,Throughput,46.203701
Type 2,Total Transactions,8,Time used,123.571236,Throughput,0.064740
Type 3,Total Transactions,6,Time used,0.084946,Throughput,70.632919
Type 4,Total Transactions,3,Time used,4.629062,Throughput,0.648079
Type 5,Total Transactions,9,Time used,3.835864,Throughput,2.346277
Overall,Total Transactions,233,Time used,152.215652,Throughput,1.530723
-,-,-,-,-,-,-
Type 0,Total Transactions,108,Time used,19.174072,Throughput,5.632607
Type 1,Total Transactions,75,Time used,1.350661,Throughput,55.528370
Type 2,Total Transactions,11,Time used,137.090927,Throughput,0.080239
Type 3,Total Transactions,11,Time used,0.221201,Throughput,49.728523
Type 4,Total Transactions,11,Time used,12.878876,Throughput,0.854112
Type 5,Total Transactions,5,Time used,1.471578,Throughput,3.397713
Overall,Total Transactions,221,Time used,172.187317,Throughput,1.283486
-,-,-,-,-,-,-
Type 0,Total Transactions,102,Time used,15.785041,Throughput,6.461814
Type 1,Total Transactions,98,Time used,1.359946,Throughput,72.061684
Type 2,Total Transactions,14,Time used,158.030197,Throughput,0.088591
Type 3,Total Transactions,9,Time used,0.131805,Throughput,68.282806
Type 4,Total Transactions,9,Time used,9.655549,Throughput,0.932106
Type 5,Total Transactions,14,Time used,5.892078,Throughput,2.376072
Overall,Total Transactions,246,Time used,190.854614,Throughput,1.288939
-,-,-,-,-,-,-
Type 0,Total Transactions,85,Time used,7.938386,Throughput,10.707465
Type 1,Total Transactions,90,Time used,1.124667,Throughput,80.023697
Type 2,Total Transactions,23,Time used,204.940765,Throughput,0.112228
Type 3,Total Transactions,13,Time used,0.172793,Throughput,75.234604
Type 4,Total Transactions,10,Time used,7.442472,Throughput,1.343640
Type 5,Total Transactions,13,Time used,3.515491,Throughput,3.697919
Overall,Total Transactions,234,Time used,225.134567,Throughput,1.039378
-,-,-,-,-,-,-
Type 0,Total Transactions,95,Time used,15.508232,Throughput,6.125779
Type 1,Total Transactions,91,Time used,1.536482,Throughput,59.226196
Type 2,Total Transactions,9,Time used,120.648087,Throughput,0.074597
Type 3,Total Transactions,6,Time used,0.073570,Throughput,81.555519
Type 4,Total Transactions,10,Time used,12.338952,Throughput,0.810442
Type 5,Total Transactions,14,Time used,6.418766,Throughput,2.181105
Overall,Total Transactions,225,Time used,156.524078,Throughput,1.437479
-,-,-,-,-,-,-
