Type,Measurement 1,Data 1,Measurement 2,Data 2,Measurement 3,Data 3
Type 5,Total Transactions,3,Time used,0.514615,Throughput,5.829601
Overall,Total Transactions,216,Time used,55.617222,Throughput,3.883689
-,-,-,-,-,-,-
Type 0,Total Transactions,95,Time used,10.868999,Throughput,8.740456
Type 1,Total Transactions,85,Time used,2.388252,Throughput,35.590878
Type 2,Total Transactions,8,Time used,64.540878,Throughput,0.123952
Type 3,Total Transactions,11,Time used,0.169641,Throughput,64.842957
Type 4,Total Transactions,10,Time used,12.282129,Throughput,0.814191
Type 5,Total Transactions,3,Time used,2.289518,Throughput,1.310319
Overall,Total Transactions,212,Time used,92.539413,Throughput,2.290916
-,-,-,-,-,-,-
Type 0,Total Transactions,100,Time used,8.781284,Throughput,11.387856
Type 1,Total Transactions,81,Time used,0.816262,Throughput,99.232811
Type 2,Total Transactions,15,Time used,79.134766,Throughput,0.189550
Type 3,Total Transactions,6,Time used,0.089832,Throughput,66.791595
Type 4,Total Transactions,10,Time used,20.704107,Throughput,0.482996
Type 5,Total Transactions,7,Time used,1.158514,Throughput,6.042223
Overall,Total Transactions,219,Time used,110.684769,Throughput,1.978592
-,-,-,-,-,-,-
Type 0,Total Transactions,99,Time used,9.411925,Throughput,10.518571
Type 1,Total Transactions,89,Time used,0.956553,Throughput,93.042435
Type 2,Total Transactions,5,Time used,25.268126,Throughput,0.197878
Type 3,Total Transactions,11,Time used,0.138782,Throughput,79.260727
Type 4,Total Transactions,10,Time used,11.074400,Throughput,0.902983
Type 5,Total Transactions,10,Time used,2.498348,Throughput,4.002644
Overall,Total Transactions,224,Time used,49.348133,Throughput,4.539179
-,-,-,-,-,-,-
Type 0,Total Transactions,108,Time used,18.765797,Throughput,5.755151
Type 1,Total Transactions,75,Time used,0.862723,Throughput,86.933998
Type 2,Total Transactions,11,Time used,61.248634,Throughput,0.179596
Type 3,Total Transactions,11,Time used,0.118810,Throughput,92.584908
Type 4,Total Transactions,11,Time used,16.104765,Throughput,0.683028
Type 5,Total Transactions,5,Time used,0.826657,Throughput,6.048460
Overall,Total Transactions,221,Time used,97.927391,Throughput,2.256774
-,-,-,-,-,-,-
Type 0,Total Transactions,95,Time used,9.378153,Throughput,10.129927
Type 1,Total Transactions,91,Time used,0.889405,Throughput,102.315628
Type 2,Total Transactions,9,Time used,72.097130,Throughput,0.124832
Type 3,Total Transactions,6,Time used,0.070621,Throughput,84.960594
Type 4,Total Transactions,10,Time used,12.630453,Throughput,0.791737
Type 5,Total Transactions,14,Time used,3.923198,Throughput,3.568518
Overall,Total Transactions,225,Time used,98.988953,Throughput,2.272981
-,-,-,-,-,-,-
Type 0,Total Transactions,85,Time used,6.195409,Throughput,13.719836
Type 1,Total Transactions,90,Time used,0.745517,Throughput,120.721512
Type 2,Total Transactions,22,Time used,106.046165,Throughput,0.207457
Type 3,Total Transactions,13,Time used,0.166413,Throughput,78.119102
Type 4,Total Transactions,10,Time used,8.505785,Throughput,1.175670
Type 5,Total Transactions,13,Time used,2.579037,Throughput,5.040640
Overall,Total Transactions,233,Time used,124.238327,Throughput,1.875428
-,-,-,-,-,-,-
