Type,Measurement 1,Data 1,Measurement 2,Data 2,Measurement 3,Data 3
Type 3,Total Transactions,2,Time used,0.050993,Throughput,39.221413
Type 4,Total Transactions,8,Time used,22.195368,Throughput,0.360436
Type 5,Total Transactions,7,Time used,3.860281,Throughput,1.813340
Overall,Total Transactions,113,Time used,49.445473,Throughput,2.285346
-,-,-,-,-,-,-
Type 0,Total Transactions,43,Time used,9.128992,Throughput,4.710268
Type 1,Total Transactions,45,Time used,0.765408,Throughput,58.792183
Type 2,Total Transactions,4,Time used,31.150230,Throughput,0.128410
Type 3,Total Transactions,1,Time used,0.022487,Throughput,44.469543
Type 4,Total Transactions,5,Time used,11.916585,Throughput,0.419583
Type 5,Total Transactions,3,Time used,2.106361,Throughput,1.424257
Overall,Total Transactions,101,Time used,55.090065,Throughput,1.833361
-,-,-,-,-,-,-
Type 0,Total Transactions,48,Time used,11.027740,Throughput,4.352660
Type 1,Total Transactions,46,Time used,1.301320,Throughput,35.348713
Type 2,Total Transactions,1,Time used,5.667039,Throughput,0.176459
Type 3,Total Transactions,4,Time used,0.114751,Throughput,34.858234
Type 4,Total Transactions,4,Time used,11.044800,Throughput,0.362161
Type 5,Total Transactions,3,Time used,1.883419,Throughput,1.592848
Overall,Total Transactions,106,Time used,31.039068,Throughput,3.415051
-,-,-,-,-,-,-
Type 0,Total Transactions,50,Time used,11.817761,Throughput,4.230920
Type 1,Total Transactions,36,Time used,1.099078,Throughput,32.754726
Type 2,Total Transactions,4,Time used,28.842434,Throughput,0.138685
Type 3,Total Transactions,9,Time used,0.221955,Throughput,40.548832
Type 4,Total Transactions,4,Time used,6.103605,Throughput,0.655350
Type 5,Total Transactions,3,Time used,1.118438,Throughput,2.682312
Overall,Total Transactions,106,Time used,49.203270,Throughput,2.154328
-,-,-,-,-,-,-
Type 0,Total Transactions,42,Time used,7.140126,Throughput,5.882249
Type 1,Total Transactions,54,Time used,1.033258,Throughput,52.261860
Type 2,Total Transactions,5,Time used,29.470398,Throughput,0.169662
Type 3,Total Transactions,4,Time used,0.059645,Throughput,67.063736
Type 4,Total Transactions,8,Time used,22.614193,Throughput,0.353760
Type 5,Total Transactions,2,Time used,1.360750,Throughput,1.469778
Overall,Total Transactions,115,Time used,61.678371,Throughput,1.864511
-,-,-,-,-,-,-
Type 0,Total Transactions,52,Time used,13.225379,Throughput,3.931834
Type 1,Total Transactions,46,Time used,1.674476,Throughput,27.471285
Type 2,Total Transactions,4,Time used,28.534889,Throughput,0.140179
Type 3,Total Transactions,3,Time used,0.111322,Throughput,26.948847
Type 4,Total Transactions,3,Time used,6.330514,Throughput,0.473895
Type 5,Total Transactions,5,Time used,2.761322,Throughput,1.810727
Overall,Total Transactions,113,Time used,52.637901,Throughput,2.146742
-,-,-,-,-,-,-
Type 0,Total Transactions,59,Time used,9.231816,Throughput,6.390942
Type 1,Total Transactions,42,Time used,0.731046,Throughput,57.451920
Type 2,Total Transactions,3,Time used,21.175228,Throughput,0.141675
Type 3,Total Transactions,4,Time used,0.053634,Throughput,74.579323
Type 4,Total Transactions,8,Time used,21.808832,Throughput,0.366824
Type 5,Total Transactions,7,Time used,2.127614,Throughput,3.290071
Overall,Total Transactions,123,Time used,55.128170,Throughput,2.231164
-,-,-,-,-,-,-
Type 0,Total Transactions,43,Time used,7.187592,Throughput,5.982532
Type 1,Total Transactions,43,Time used,0.923635,Throughput,46.555187
Type 2,Total Transactions,8,Time used,45.830006,Throughput,0.174558
Type 3,Total Transactions,7,Time used,0.130956,Throughput,53.452919
Type 4,Total Transactions,10,Time used,15.800243,Throughput,0.632902
Type 5,Total Transactions,1,Time used,0.142351,Throughput,7.024872
Overall,Total Transactions,112,Time used,70.014778,Throughput,1.599662
-,-,-,-,-,-,-
Type 0,Total Transactions,41,Time used,12.454752,Throughput,3.291916
Type 1,Total Transactions,36,Time used,1.067566,Throughput,33.721577
Type 2,Total Transactions,6,Time used,37.970539,Throughput,0.158017
Type 3,Total Transactions,1,Time used,0.026305,Throughput,38.015125
Type 4,Total Transactions,3,Time used,6.280913,Throughput,0.477638
Type 5,Total Transactions,5,Time used,1.873565,Throughput,2.668709
Overall,Total Transactions,92,Time used,59.673645,Throughput,1.541719
-,-,-,-,-,-,-
