Type,Measurement 1,Data 1,Measurement 2,Data 2,Measurement 3,Data 3
Type 2,Total Transactions,7,Time used,41.395794,Throughput,0.169099
Type 3,Total Transactions,9,Time used,0.164556,Throughput,54.692654
Type 4,Total Transactions,10,Time used,9.195919,Throughput,1.087439
Type 5,Total Transactions,3,Time used,0.618391,Throughput,4.851300
Overall,Total Transactions,217,Time used,63.013950,Throughput,3.443682
-,-,-,-,-,-,-
Type 0,Total Transactions,85,Time used,7.148745,Throughput,11.890199
Type 1,Total Transactions,90,Time used,1.027633,Throughput,87.579887
Type 2,Total Transactions,23,Time used,107.992752,Throughput,0.212977
Type 3,Total Transactions,13,Time used,0.174216,Throughput,74.619957
Type 4,Total Transactions,10,Time used,6.970230,Throughput,1.434673
Type 5,Total Transactions,13,Time used,3.383607,Throughput,3.842054
Overall,Total Transactions,234,Time used,126.697182,Throughput,1.846923
-,-,-,-,-,-,-
Type 0,Total Transactions,95,Time used,11.059342,Throughput,8.590022
Type 1,Total Transactions,91,Time used,0.969586,Throughput,93.854492
Type 2,Total Transactions,9,Time used,48.574089,Throughput,0.185284
Type 3,Total Transactions,6,Time used,0.077614,Throughput,77.305641
Type 4,Total Transactions,10,Time used,9.047067,Throughput,1.105331
Type 5,Total Transactions,14,Time used,3.559978,Throughput,3.932608
Overall,Total Transactions,225,Time used,73.287674,Throughput,3.070093
-,-,-,-,-,-,-
Type 0,Total Transactions,103,Time used,9.791012,Throughput,10.519853
Type 1,Total Transactions,78,Time used,0.859196,Throughput,90.782516
Type 2,Total Transactions,8,Time used,47.932980,Throughput,0.166900
Type 3,Total Transactions,11,Time used,0.157324,Throughput,69.919601
Type 4,Total Transactions,9,Time used,12.238845,Throughput,0.735364
Type 5,Total Transactions,8,Time used,2.437266,Throughput,3.282367
Overall,Total Transactions,217,Time used,73.416618,Throughput,2.955734
-,-,-,-,-,-,-
Type 0,Total Transactions,108,Time used,13.047016,Throughput,8.277755
Type 1,Total Transactions,75,Time used,0.937173,Throughput,80.027885
Type 2,Total Transactions,11,Time used,58.757874,Throughput,0.187209
Type 3,Total Transactions,11,Time used,0.107421,Throughput,102.400444
Type 4,Total Transactions,11,Time used,9.690585,Throughput,1.135122
Type 5,Total Transactions,5,Time used,1.131279,Throughput,4.419777
Overall,Total Transactions,221,Time used,83.671349,Throughput,2.641286
-,-,-,-,-,-,-
Type 0,Total Transactions,93,Time used,9.146146,Throughput,10.168218
Type 1,Total Transactions,86,Time used,1.021829,Throughput,84.162773
Type 2,Total Transactions,9,Time used,53.128941,Throughput,0.169399
Type 3,Total Transactions,13,Time used,0.185470,Throughput,70.092026
Type 4,Total Transactions,10,Time used,12.123086,Throughput,0.824872
Type 5,Total Transactions,8,Time used,3.180708,Throughput,2.515163
Overall,Total Transactions,219,Time used,78.786186,Throughput,2.779675
-,-,-,-,-,-,-
