Type,Measurement 1,Data 1,Measurement 2,Data 2,Measurement 3,Data 3
Type 1,Total Transactions,96,Time used,2.006021,Throughput,47.855934
Type 2,Total Transactions,11,Time used,82.465012,Throughput,0.133390
Type 3,Total Transactions,10,Time used,0.151176,Throughput,66.147934
Type 4,Total Transactions,16,Time used,22.367964,Throughput,0.715309
Type 5,Total Transactions,7,Time used,2.911935,Throughput,2.403900
Overall,Total Transactions,236,Time used,125.506546,Throughput,1.880380
-,-,-,-,-,-,-
Type 0,Total Transactions,89,Time used,14.516386,Throughput,6.131002
Type 1,Total Transactions,96,Time used,1.792631,Throughput,53.552586
Type 2,Total Transactions,13,Time used,93.701096,Throughput,0.138739
Type 3,Total Transactions,5,Time used,0.097374,Throughput,51.348305
Type 4,Total Transactions,7,Time used,15.110393,Throughput,0.463257
Type 5,Total Transactions,7,Time used,2.692116,Throughput,2.600185
Overall,Total Transactions,217,Time used,127.909996,Throughput,1.696505
-,-,-,-,-,-,-
Type 0,Total Transactions,97,Time used,20.850838,Throughput,4.652092
Type 1,Total Transactions,91,Time used,1.683689,Throughput,54.047993
Type 2,Total Transactions,13,Time used,72.523987,Throughput,0.179251
Type 3,Total Transactions,13,Time used,0.307028,Throughput,42.341400
Type 4,Total Transactions,9,Time used,12.936980,Throughput,0.695680
Type 5,Total Transactions,5,Time used,1.997578,Throughput,2.503031
Overall,Total Transactions,228,Time used,110.300110,Throughput,2.067088
-,-,-,-,-,-,-
Type 0,Total Transactions,87,Time used,16.707222,Throughput,5.207329
Type 1,Total Transactions,96,Time used,1.946632,Throughput,49.315960
Type 2,Total Transactions,13,Time used,67.572243,Throughput,0.192387
Type 3,Total Transactions,15,Time used,0.305904,Throughput,49.034946
Type 4,Total Transactions,13,Time used,20.857996,Throughput,0.623262
Type 5,Total Transactions,13,Time used,6.319472,Throughput,2.057134
Overall,Total Transactions,237,Time used,113.709465,Throughput,2.084259
-,-,-,-,-,-,-
Type 0,Total Transactions,92,Time used,18.514851,Throughput,4.968984
Type 1,Total Transactions,95,Time used,2.621829,Throughput,36.234253
Type 2,Total Transactions,8,Time used,47.489174,Throughput,0.168459
Type 3,Total Transactions,10,Time used,0.164219,Throughput,60.894108
Type 4,Total Transactions,5,Time used,11.534764,Throughput,0.433472
Type 5,Total Transactions,9,Time used,5.305839,Throughput,1.696245
Overall,Total Transactions,219,Time used,85.630684,Throughput,2.557494
-,-,-,-,-,-,-
Type 0,Total Transactions,77,Time used,10.953903,Throughput,7.029458
Type 1,Total Transactions,114,Time used,1.692696,Throughput,67.348183
Type 2,Total Transactions,18,Time used,125.734116,Throughput,0.143159
Type 3,Total Transactions,11,Time used,0.148597,Throughput,74.025864
Type 4,Total Transactions,8,Time used,11.375423,Throughput,0.703270
Type 5,Total Transactions,6,Time used,4.526883,Throughput,1.325415
Overall,Total Transactions,234,Time used,154.431610,Throughput,1.515234
-,-,-,-,-,-,-
Type 0,Total Transactions,101,Time used,17.302065,Throughput,5.837453
Type 1,Total Transactions,102,Time used,2.020344,Throughput,50.486439
Type 2,Total Transactions,14,Time used,101.347862,Throughput,0.138138
Type 3,Total Transactions,11,Time used,0.145309,Throughput,75.700790
Type 4,Total Transactions,7,Time used,9.305024,Throughput,0.752282
Type 5,Total Transactions,13,Time used,6.457741,Throughput,2.013088
Overall,Total Transactions,248,Time used,136.578354,Throughput,1.815807
-,-,-,-,-,-,-
Type 0,Total Transactions,88,Time used,14.260621,Throughput,6.170839
Type 1,Total Transactions,88,Time used,1.776379,Throughput,49.538990
Type 2,Total Transactions,9,Time used,63.390011,Throughput,0.141978
Type 3,Total Transactions,9,Time used,0.133767,Throughput,67.281342
Type 4,Total Transactions,12,Time used,18.558189,Throughput,0.646615
Type 5,Total Transactions,16,Time used,8.154307,Throughput,1.962153
Overall,Total Transactions,222,Time used,106.273270,Throughput,2.088954
-,-,-,-,-,-,-
Type 0,Total Transactions,108,Time used,19.083488,Throughput,5.659343
Type 1,Total Transactions,72,Time used,2.442722,Throughput,29.475317
Type 2,Total Transactions,12,Time used,72.416916,Throughput,0.165707
Type 3,Total Transactions,11,Time used,0.204838,Throughput,53.701077
Type 4,Total Transactions,5,Time used,7.709081,Throughput,0.648586
Type 5,Total Transactions,2,Time used,1.184588,Throughput,1.688350
Overall,Total Transactions,210,Time used,103.041634,Throughput,2.038011
-,-,-,-,-,-,-
Type 0,Total Transactions,93,Time used,21.254126,Throughput,4.375621
Type 1,Total Transactions,86,Time used,2.383909,Throughput,36.075207
Type 2,Total Transactions,9,Time used,48.835331,Throughput,0.184293
Type 3,Total Transactions,13,Time used,0.314490,Throughput,41.336704
Type 4,Total Transactions,10,Time used,16.181654,Throughput,0.617984
Type 5,Total Transactions,8,Time used,5.828220,Throughput,1.372632
Overall,Total Transactions,219,Time used,94.797729,Throughput,2.310182
-,-,-,-,-,-,-
Type 0,Total Transactions,96,Time used,15.694519,Throughput,6.116785
Type 1,Total Transactions,90,Time used,1.870811,Throughput,48.107487
Type 2,Total Transactions,10,Time used,78.947304,Throughput,0.126667
Type 3,Total Transactions,8,Time used,0.126927,Throughput,63.028584
Type 4,Total Transactions,13,Time used,16.703873,Throughput,0.778263
Type 5,Total Transactions,7,Time used,4.628793,Throughput,1.512273
Overall,Total Transactions,224,Time used,117.972229,Throughput,1.898752
-,-,-,-,-,-,-
Type 0,Total Transactions,103,Time used,21.111374,Throughput,4.878887
Type 1,Total Transactions,78,Time used,1.864701,Throughput,41.829758
Type 2,Total Transactions,8,Time used,47.176254,Throughput,0.169577
Type 3,Total Transactions,11,Time used,0.228253,Throughput,48.192089
Type 4,Total Transactions,9,Time used,14.549374,Throughput,0.618583
Type 5,Total Transactions,8,Time used,6.770573,Throughput,1.181584
Overall,Total Transactions,217,Time used,91.700531,Throughput,2.366399
-,-,-,-,-,-,-
Type 0,Total Transactions,102,Time used,20.158754,Throughput,5.059836
Type 1,Total Transactions,84,Time used,2.613735,Throughput,32.137917
Type 2,Total Transactions,11,Time used,82.352821,Throughput,0.133572
Type 3,Total Transactions,8,Time used,0.112476,Throughput,71.126076
Type 4,Total Transactions,8,Time used,9.060952,Throughput,0.882909
Type 5,Total Transactions,10,Time used,5.753179,Throughput,1.738169
Overall,Total Transactions,223,Time used,120.051918,Throughput,1.857530
-,-,-,-,-,-,-
Type 0,Total Transactions,100,Time used,19.054480,Throughput,5.248110
Type 1,Total Transactions,90,Time used,2.038601,Throughput,44.147915
Type 2,Total Transactions,9,Time used,71.418480,Throughput,0.126018
Type 3,Total Transactions,12,Time used,0.216831,Throughput,55.342567
Type 4,Total Transactions,11,Time used,19.147942,Throughput,0.574474
Type 5,Total Transactions,6,Time used,2.390662,Throughput,2.509765
Overall,Total Transactions,228,Time used,114.266998,Throughput,1.995327
-,-,-,-,-,-,-
Type 0,Total Transactions,100,Time used,15.498861,Throughput,6.452087
Type 1,Total Transactions,81,Time used,1.389707,Throughput,58.285648
Type 2,Total Transactions,12,Time used,89.187828,Throughput,0.134548
Type 3,Total Transactions,9,Time used,0.126728,Throughput,71.018456
Type 4,Total Transactions,12,Time used,18.400476,Throughput,0.652157
Type 5,Total Transactions,9,Time used,3.617309,Throughput,2.488038
Overall,Total Transactions,223,Time used,128.220901,Throughput,1.739186
-,-,-,-,-,-,-
