Type,Measurement 1,Data 1,Measurement 2,Data 2,Measurement 3,Data 3
Type 4,Total Transactions,13,Time used,16.217545,Throughput,0.801601
Type 5,Total Transactions,7,Time used,3.071448,Throughput,2.279055
Overall,Total Transactions,224,Time used,91.347870,Throughput,2.452164
-,-,-,-,-,-,-
Type 0,Total Transactions,108,Time used,15.511729,Throughput,6.962473
Type 1,Total Transactions,72,Time used,1.132226,Throughput,63.591557
Type 2,Total Transactions,12,Time used,76.860565,Throughput,0.156127
Type 3,Total Transactions,11,Time used,0.201509,Throughput,54.588089
Type 4,Total Transactions,5,Time used,4.717509,Throughput,1.059881
Type 5,Total Transactions,2,Time used,0.626803,Throughput,3.190797
Overall,Total Transactions,210,Time used,99.050331,Throughput,2.120134
-,-,-,-,-,-,-
Type 0,Total Transactions,102,Time used,13.235326,Throughput,7.706648
Type 1,Total Transactions,84,Time used,1.240690,Throughput,67.704239
Type 2,Total Transactions,11,Time used,68.448746,Throughput,0.160704
Type 3,Total Transactions,8,Time used,0.548312,Throughput,14.590222
Type 4,Total Transactions,8,Time used,7.875316,Throughput,1.015832
Type 5,Total Transactions,10,Time used,4.001096,Throughput,2.499315
Overall,Total Transactions,223,Time used,95.349480,Throughput,2.338765
-,-,-,-,-,-,-
Type 0,Total Transactions,93,Time used,12.682742,Throughput,7.332799
Type 1,Total Transactions,86,Time used,1.257903,Throughput,68.367737
Type 2,Total Transactions,9,Time used,57.979465,Throughput,0.155227
Type 3,Total Transactions,13,Time used,0.273923,Throughput,47.458569
Type 4,Total Transactions,10,Time used,14.477239,Throughput,0.690739
Type 5,Total Transactions,8,Time used,3.275430,Throughput,2.442427
Overall,Total Transactions,219,Time used,89.946709,Throughput,2.434775
-,-,-,-,-,-,-
Type 0,Total Transactions,103,Time used,12.560324,Throughput,8.200425
Type 1,Total Transactions,78,Time used,1.053674,Throughput,74.026718
Type 2,Total Transactions,8,Time used,52.342747,Throughput,0.152839
Type 3,Total Transactions,11,Time used,0.128469,Throughput,85.623634
Type 4,Total Transactions,9,Time used,12.856740,Throughput,0.700022
Type 5,Total Transactions,8,Time used,2.616155,Throughput,3.057923
Overall,Total Transactions,217,Time used,81.558113,Throughput,2.660680
-,-,-,-,-,-,-
Type 0,Total Transactions,96,Time used,12.548812,Throughput,7.650126
Type 1,Total Transactions,96,Time used,1.420301,Throughput,67.591293
Type 2,Total Transactions,11,Time used,64.149254,Throughput,0.171475
Type 3,Total Transactions,10,Time used,0.102813,Throughput,97.264320
Type 4,Total Transactions,16,Time used,19.144072,Throughput,0.835768
Type 5,Total Transactions,7,Time used,1.744521,Throughput,4.012562
Overall,Total Transactions,236,Time used,99.109779,Throughput,2.381198
-,-,-,-,-,-,-
Type 0,Total Transactions,87,Time used,13.951455,Throughput,6.235909
Type 1,Total Transactions,96,Time used,1.639608,Throughput,58.550579
Type 2,Total Transactions,13,Time used,72.826416,Throughput,0.178507
Type 3,Total Transactions,15,Time used,0.285904,Throughput,52.465164
Type 4,Total Transactions,13,Time used,15.398733,Throughput,0.844225
Type 5,Total Transactions,13,Time used,4.414901,Throughput,2.944573
Overall,Total Transactions,237,Time used,108.517021,Throughput,2.183989
-,-,-,-,-,-,-
Type 0,Total Transactions,89,Time used,8.780107,Throughput,10.136551
Type 1,Total Transactions,96,Time used,1.278913,Throughput,75.063751
Type 2,Total Transactions,13,Time used,80.564919,Throughput,0.161361
Type 3,Total Transactions,5,Time used,0.050906,Throughput,98.220917
Type 4,Total Transactions,7,Time used,9.337634,Throughput,0.749655
Type 5,Total Transactions,7,Time used,1.549382,Throughput,4.517930
Overall,Total Transactions,217,Time used,101.561859,Throughput,2.136629
-,-,-,-,-,-,-
Type 0,Total Transactions,97,Time used,13.637499,Throughput,7.112741
Type 1,Total Transactions,91,Time used,1.368667,Throughput,66.488068
Type 2,Total Transactions,13,Time used,79.037231,Throughput,0.164479
Type 3,Total Transactions,13,Time used,0.197054,Throughput,65.971733
Type 4,Total Transactions,9,Time used,9.882283,Throughput,0.910721
Type 5,Total Transactions,5,Time used,1.371810,Throughput,3.644820
Overall,Total Transactions,228,Time used,105.494545,Throughput,2.161249
-,-,-,-,-,-,-
Type 0,Total Transactions,92,Time used,15.096737,Throughput,6.094032
Type 1,Total Transactions,95,Time used,1.632714,Throughput,58.185341
Type 2,Total Transactions,8,Time used,52.745445,Throughput,0.151672
Type 3,Total Transactions,10,Time used,0.156646,Throughput,63.838398
Type 4,Total Transactions,5,Time used,6.202281,Throughput,0.806155
Type 5,Total Transactions,9,Time used,2.974164,Throughput,3.026061
Overall,Total Transactions,219,Time used,78.807991,Throughput,2.778906
-,-,-,-,-,-,-
